date_only,post_count,vader_mean,vader_std,vader_max_pos,vader_max_neg,finbert_mean,finbert_std,caps_ratio_mean,exclamation_mean,exclamation_max,max_engagement,mean_word_count,topic_trade,topic_fed,topic_energy,topic_tax,topic_sanctions,topic_market_direct,topic_immigration,topic_geopolitics,post_count_premarket,vader_mean_premarket,vader_std_premarket,vader_max_pos_premarket,vader_max_neg_premarket,finbert_mean_premarket,finbert_std_premarket,caps_ratio_mean_premarket,exclamation_mean_premarket,exclamation_max_premarket,max_engagement_premarket,mean_word_count_premarket,topic_trade_premarket,topic_fed_premarket,topic_energy_premarket,topic_tax_premarket,topic_sanctions_premarket,topic_market_direct_premarket,topic_immigration_premarket,topic_geopolitics_premarket,vader_3d_rolling,vader_7d_rolling,vader_momentum,emb_diversity,dominant_cluster,novelty_score
2009-05-20,2,0.6249,0.0,0.6249,0.6249,0.04468159098178148,0.03932103797840723,0.06933406412715812,0.0,0,4.48863636973214,15.5,0,0,0,0,0,0,0,0,1.0,0.6249,,0.6249,0.6249,0.016877418383955956,,0.04878048780487805,0.0,0.0,4.48863636973214,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036,0.41934285714285713,0.2213,0.019440612,fed_rates,
2009-05-21,1,0.0,,0.0,0.0,-0.015051502734422684,,0.058823529411764705,0.0,0,5.0106352940962555,14.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.20830000000000004,0.39044285714285715,-0.20830000000000004,0.0,covid_health,
2009-05-22,1,0.7944,,0.7944,0.7944,0.040193354710936546,,0.04716981132075472,0.0,0,3.8918202981106265,15.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4731000000000001,0.3967,0.3212999999999999,0.0,immigration,
2009-05-23,1,0.3802,,0.3802,0.3802,-0.01280328631401062,,0.09090909090909091,1.0,1,5.0369526024136295,14.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.39153333333333334,0.4510142857142857,-0.011333333333333362,0.0,cluster_12,
2009-05-26,1,0.3612,,0.3612,0.3612,-0.04485701397061348,,0.04819277108433735,0.0,0,4.8283137373023015,15.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5119333333333334,0.39237142857142854,-0.15073333333333333,0.0,fed_rates,0.45498234033584595
2009-05-27,1,0.7506,,0.7506,0.7506,0.013125846162438393,,0.1774193548387097,0.0,0,2.995732273553991,13.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4973333333333334,0.4159,0.25326666666666664,0.0,immigration,0.2498112916946411
2009-05-28,1,0.0,,0.0,0.0,-0.010895458981394768,,0.039603960396039604,0.0,0,4.804021044733257,19.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0.37060000000000004,0.4159,-0.37060000000000004,0.0,cluster_12,0.2982048988342285
2009-06-03,1,0.0,,0.0,0.0,0.03157314099371433,,0.14545454545454545,0.0,0,3.58351893845611,9.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.25020000000000003,0.3266285714285715,-0.25020000000000003,0.0,immigration,0.49345195293426514
2009-06-05,1,0.3935,,0.3935,0.3935,-0.028846479952335358,,0.042105263157894736,0.0,0,3.871201010907891,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.13116666666666674,0.3828428571428572,0.2623333333333333,0.0,fed_rates,0.3807982802391052
2009-06-08,1,0.7506,,0.7506,0.7506,0.08124712109565735,,0.04807692307692308,0.0,0,2.6390573296152584,15.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.3813666666666668,0.37658571428571436,0.36923333333333325,0.0,immigration,0.3403366208076477
2009-06-14,1,0.2244,,0.2244,0.2244,-0.0013035144656896591,,0.09876543209876543,1.0,1,4.060443010546419,12.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4561666666666668,0.3543285714285715,-0.2317666666666668,0.0,elections,0.5611433982849121
2009-06-15,1,0.7269,,0.7269,0.7269,0.28250069450587034,,0.05660377358490566,0.0,0,4.31748811353631,11.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5673,0.4065714285714286,0.15959999999999996,0.0,elections,0.5316956043243408
2009-06-18,1,-0.2263,,-0.2263,-0.2263,0.004946552217006683,,0.1619047619047619,0.0,0,3.58351893845611,22.0,0,0,0,1,0,0,0,0,1.0,-0.2263,,-0.2263,-0.2263,0.004946552217006683,,0.1619047619047619,0.0,0.0,3.58351893845611,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2416666666666667,0.2670142857142857,-0.4679666666666667,0.0,cluster_12,0.5299047231674194
2009-06-21,1,0.8687,,0.8687,0.8687,0.641479548998177,,0.08695652173913043,1.0,1,5.655991810819852,21.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4564333333333334,0.3911142857142857,0.4122666666666666,0.0,elections,0.7083114981651306
2009-06-23,1,0.0,,0.0,0.0,0.031903160735964775,,0.07407407407407407,0.0,0,4.110873864173311,9.0,0,0,0,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.031903160735964775,,0.07407407407407407,0.0,0.0,4.110873864173311,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21413333333333337,0.3911142857142857,-0.21413333333333337,0.0,fed_rates,0.3455891013145447
2009-06-24,1,0.0,,0.0,0.0,0.06447350978851318,,0.09230769230769231,0.0,0,3.8918202981106265,9.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.2895666666666667,0.3349000000000001,-0.2895666666666667,0.0,cluster_14,0.5865918397903442
2009-06-26,1,0.5562,,0.5562,0.5562,-0.019107021391391754,,0.1,1.0,1,6.016157159698354,19.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.1854,0.3071285714285715,0.3708,0.0,fed_rates,0.47191715240478516
2009-06-30,1,0.4215,,0.4215,0.4215,0.0765623226761818,,0.08108108108108109,0.0,0,2.6390573296152584,20.0,0,0,0,0,0,1,0,0,1.0,0.4215,,0.4215,0.4215,0.0765623226761818,,0.08108108108108109,0.0,0.0,2.6390573296152584,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3259,0.33528571428571435,0.09559999999999996,0.0,praise_thanks,0.5259298086166382
2009-07-04,1,0.8777,,0.8777,0.8777,0.04648885317146778,,0.10606060606060606,1.0,1,4.795790545596741,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6184666666666666,0.35682857142857144,0.2592333333333334,0.0,elections,0.48248881101608276
2009-07-13,1,0.3818,,0.3818,0.3818,0.01095527783036232,,0.037037037037037035,0.0,0,3.8918202981106265,20.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0.5603333333333333,0.44370000000000004,-0.17853333333333338,0.0,fed_rates,0.4070316553115845
2009-07-15,1,-0.0516,,-0.0516,-0.0516,-0.040090203285217285,,0.10975609756097561,0.0,0,2.6390573296152584,11.0,0,0,0,0,0,0,0,0,1.0,-0.0516,,-0.0516,-0.0516,-0.040090203285217285,,0.10975609756097561,0.0,0.0,2.6390573296152584,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40263333333333334,0.3122285714285714,-0.4542333333333333,0.0,foreign_policy,0.5061992406845093
2009-07-22,1,0.9215,,0.9215,0.9215,0.45312467124313116,,0.04504504504504504,1.0,1,3.367295829986474,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.41723333333333334,0.4438714285714286,0.5042666666666666,0.0,elections,0.6398566961288452
2009-07-28,1,0.0,,0.0,0.0,0.008658921346068382,,0.06521739130434782,0.0,0,4.0943445622221,17.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.28996666666666665,0.4438714285714286,-0.28996666666666665,0.0,immigration,0.5420917272567749
2009-08-04,1,0.5719,,0.5719,0.5719,0.03324049524962902,,0.11827956989247312,0.0,0,3.970291913552122,15.0,0,0,0,0,0,0,0,0,1.0,0.5719,,0.5719,0.5719,0.03324049524962902,,0.11827956989247312,0.0,0.0,3.970291913552122,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49779999999999996,0.44611428571428574,0.0741,0.0,immigration,0.41937166452407837
2009-08-11,1,0.0,,0.0,0.0,0.03372841142117977,,0.058823529411764705,0.0,0,3.9512437185814275,19.0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.19063333333333332,0.38589999999999997,-0.19063333333333332,0.0,fed_rates,0.5287168025970459
2009-08-14,1,0.5255,,0.5255,0.5255,0.06904827617108822,,0.09090909090909091,1.0,1,4.51085950651685,16.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.36579999999999996,0.33558571428571426,0.1597,0.0,cluster_10,0.5633895397186279
2009-08-20,1,0.0,,0.0,0.0,0.015894295647740364,,0.0963855421686747,0.0,0,3.6109179126442243,14.0,0,0,0,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.015894295647740364,,0.0963855421686747,0.0,0.0,3.6109179126442243,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17516666666666666,0.2810428571428571,-0.17516666666666666,0.0,immigration,0.33015602827072144
2009-08-21,1,-0.1531,,-0.1531,-0.1531,0.01996229588985443,,0.1686746987951807,0.0,0,2.995732273553991,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.12413333333333332,0.26654285714285714,-0.27723333333333333,0.0,cluster_10,0.811048150062561
2009-08-23,1,-0.1531,,-0.1531,-0.1531,0.003847723826766014,,0.1702127659574468,0.0,0,3.091042453358316,19.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-0.10206666666666668,0.11302857142857141,-0.05103333333333333,0.0,cluster_10,0.6699368357658386
2009-08-29,1,0.0,,0.0,0.0,0.029003333300352097,,0.08247422680412371,0.0,0,6.408528791059498,16.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-0.10206666666666668,0.11302857142857141,0.10206666666666668,0.0,immigration,0.5590876340866089
2009-09-01,1,-0.101,,-0.101,-0.101,0.04245520196855068,,0.11711711711711711,0.0,0,4.74493212836325,18.0,0,0,0,0,0,0,0,0,1.0,-0.101,,-0.101,-0.101,0.04245520196855068,,0.11711711711711711,0.0,0.0,4.74493212836325,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0847,0.01689999999999999,-0.01630000000000001,0.0,immigration,0.4434027075767517
2009-09-14,1,0.6705,,0.6705,0.6705,0.04876168258488178,,0.12727272727272726,0.0,0,4.174387269895637,9.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.18983333333333333,0.11268571428571428,0.4806666666666667,0.0,fed_rates,0.34929800033569336
2009-09-29,1,0.0,,0.0,0.0,-0.026366783306002617,,0.037383177570093455,0.0,0,4.919980925828125,19.0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.18983333333333333,0.03761428571428571,-0.18983333333333333,0.0,fed_rates,0.5328551530838013
2009-10-05,1,0.0,,0.0,0.0,0.035364437848329544,,0.07368421052631578,0.0,0,3.2188758248682006,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.2235,0.03761428571428571,-0.2235,0.0,immigration,0.4555445909500122
2009-10-14,1,0.4215,,0.4215,0.4215,0.05814429186284542,,0.06451612903225806,0.0,0,3.4339872044851463,15.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.14049999999999999,0.1197,0.281,0.0,fed_rates,0.4375113248825073
2009-10-22,1,0.0,,0.0,0.0,0.028521617874503136,,0.07954545454545454,0.0,0,3.6109179126442243,16.0,0,0,0,1,1,0,0,0,1.0,0.0,,0.0,0.0,0.028521617874503136,,0.07954545454545454,0.0,0.0,3.6109179126442243,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14049999999999999,0.14157142857142857,-0.14049999999999999,0.0,praise_thanks,0.5161364078521729
2009-10-27,1,0.807,,0.807,0.807,0.13397466205060482,,0.0625,0.0,0,2.9444389791664403,20.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4095,0.25685714285714284,0.3975000000000001,0.0,elections,0.5940437912940979
2009-11-02,1,0.6369,,0.6369,0.6369,0.36275551095604897,,0.044444444444444446,0.0,0,3.2188758248682006,18.0,0,0,0,0,0,0,0,0,1.0,0.6369,,0.6369,0.6369,0.36275551095604897,,0.044444444444444446,0.0,0.0,3.2188758248682006,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48130000000000006,0.3622714285714285,0.15559999999999996,0.0,elections,0.6387699842453003
2009-11-16,1,0.2732,,0.2732,0.2732,0.5148855512961745,,0.13043478260869565,0.0,0,3.4011973816621555,14.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5723666666666667,0.3055142857142857,-0.2991666666666667,0.0,cluster_10,0.4942631125450134
2009-11-26,1,0.7339,,0.7339,0.7339,0.5939365439116955,,0.07692307692307693,1.0,1,6.637258031284457,10.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.548,0.41035714285714286,0.18589999999999995,0.0,elections,0.8007587194442749
2009-12-03,1,0.0,,0.0,0.0,0.4430306740105152,,0.08928571428571429,0.0,0,4.574710978503383,20.0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0.33569999999999994,0.41035714285714286,-0.33569999999999994,0.0,immigration,0.6557453870773315
2009-12-23,1,0.9719,,0.9719,0.9719,0.1910640485584736,,0.06930693069306931,1.0,1,6.111467339502679,21.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5686,0.48898571428571425,0.4033,0.0,elections,0.5576120615005493
2010-01-12,1,0.8588,,0.8588,0.8588,0.06651701778173447,,0.1326530612244898,1.0,1,3.58351893845611,21.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6102333333333333,0.6116714285714285,0.2485666666666667,0.0,cluster_10,0.717449426651001
2010-01-15,1,0.0,,0.0,0.0,0.06136826612055302,,0.15492957746478872,1.0,1,6.371611847231857,17.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6102333333333333,0.49638571428571426,-0.6102333333333333,0.0,praise_thanks,0.6139369010925293
2010-01-21,1,0.5983,,0.5983,0.5983,0.26185608096420765,,0.09259259259259259,1.0,1,9.718482398112972,13.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.4857,0.4908714285714285,0.11260000000000003,0.0,cluster_10,0.6070092916488647
2010-01-22,1,0.0,,0.0,0.0,0.01886633038520813,,0.2222222222222222,0.0,0,3.367295829986474,24.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.19943333333333335,0.45184285714285716,-0.19943333333333335,0.0,cluster_10,0.6027684211730957
2010-02-07,1,0.952,,0.952,0.952,0.12408656440675259,,0.0625,1.0,1,3.9512437185814275,20.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5167666666666667,0.483,0.43523333333333325,0.0,elections,0.8591137528419495
2010-02-10,1,0.0,,0.0,0.0,0.02839549072086811,,0.1308411214953271,0.0,0,3.1354942159291497,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.3173333333333333,0.483,-0.3173333333333333,0.0,cluster_12,0.42376357316970825
2010-02-11,1,0.4576,,0.4576,0.4576,0.05447233282029629,,0.07526881720430108,0.0,0,3.2188758248682006,19.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.46986666666666665,0.40952857142857146,-0.012266666666666648,0.0,cluster_10,0.44474148750305176
2010-02-26,1,0.6113,,0.6113,0.6113,0.6938823191449046,,0.09473684210526316,0.0,0,4.007333185232471,28.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.3563,0.3741714285714286,0.25499999999999995,0.0,elections,0.44399791955947876
2010-03-05,1,0.7906,,0.7906,0.7906,0.10159209743142128,,0.11428571428571428,0.0,0,3.044522437723423,21.0,0,0,0,0,0,0,0,0,1.0,0.7906,,0.7906,0.7906,0.10159209743142128,,0.11428571428571428,0.0,0.0,3.044522437723423,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6198333333333333,0.4871142857142857,0.17076666666666662,0.0,cluster_10,0.4781751036643982
2010-03-12,1,0.6696,,0.6696,0.6696,0.048844682052731514,,0.08737864077669903,1.0,1,3.58351893845611,26.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6905,0.4973,-0.02090000000000003,0.0,cluster_10,0.5299514532089233
2010-03-15,1,0.6249,,0.6249,0.6249,0.2405405193567276,,0.03,0.0,0,3.58351893845611,25.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6950333333333333,0.5865714285714285,-0.07013333333333327,0.0,cluster_10,0.500076413154602
2010-03-17,1,0.7717,,0.7717,0.7717,0.10840807110071182,,0.057692307692307696,0.0,0,3.332204510175204,25.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6887333333333334,0.5608142857142857,0.08296666666666663,0.0,elections,0.7181122303009033
2010-03-18,1,0.743,,0.743,0.743,0.36219179909676313,,0.02040816326530612,0.0,0,4.430816798843313,19.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.7132000000000001,0.6669571428571429,0.029799999999999938,0.0,cluster_10,0.5261108875274658
2010-03-19,1,0.8221,,0.8221,0.8221,0.14711582101881504,,0.07207207207207207,0.0,0,3.5553480614894135,25.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.7789333333333334,0.7190285714285715,0.043166666666666687,0.0,cluster_10,0.39369410276412964
2010-03-23,1,0.7184,,0.7184,0.7184,0.20038383454084396,,0.13043478260869565,0.0,0,3.4965075614664802,21.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0.7611666666666667,0.7343285714285714,-0.04276666666666662,0.0,elections,0.7228084802627563
2010-03-24,1,0.3182,,0.3182,0.3182,0.03813328221440315,,0.03636363636363636,0.0,0,4.219507705176107,20.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.6195666666666667,0.6668428571428572,-0.3013666666666667,0.0,cluster_10,0.5397903919219971
2010-03-29,1,0.0,,0.0,0.0,-0.012085974216461182,,0.12962962962962962,0.0,0,4.1588830833596715,23.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.3455333333333333,0.5711857142857143,-0.3455333333333333,0.0,cluster_10,0.3620779514312744
2010-03-31,1,0.1695,,0.1695,0.1695,0.09677730314433575,,0.07058823529411765,0.0,0,3.4965075614664802,19.0,0,0,0,0,0,0,0,1,1.0,0.1695,,0.1695,0.1695,0.09677730314433575,,0.07058823529411765,0.0,0.0,3.4965075614664802,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16256666666666666,0.5061285714285715,0.006933333333333347,0.0,elections,0.37735044956207275
2010-04-01,1,0.9259,,0.9259,0.9259,0.7340210815891623,,0.036036036036036036,1.0,1,2.8903717578961645,22.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.3651333333333333,0.5281571428571429,0.5607666666666666,0.0,elections,0.6342805027961731
2010-04-06,3,0.6281,0.2882283643224588,0.9451,0.3818,0.14914658976097903,0.14313480740222265,0.08232323232323231,0.0,0,3.58351893845611,23.666666666666668,0,0,0,0,0,0,0,0,1.0,0.5574,,0.5574,0.5574,0.06994468159973621,,0.10909090909090909,0.0,0.0,2.70805020110221,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5745,0.5117428571428572,0.05359999999999998,0.03425518,cluster_10,0.4579557180404663
2010-04-07,1,0.5983,,0.5983,0.5983,0.06239861436188221,,0.09302325581395349,1.0,1,3.295836866004329,16.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.7174333333333333,0.47977142857142857,-0.1191333333333332,0.0,elections,0.504967451095581
2010-04-09,1,0.8733,,0.8733,0.8733,0.101755540817976,,0.07,1.0,1,3.2188758248682006,23.0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0.6999,0.5019,0.1734,0.0,elections,0.4319356083869934
2010-04-12,1,0.8777,,0.8777,0.8777,0.028718991205096245,,0.11650485436893204,1.0,1,3.332204510175204,25.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.7831000000000001,0.5818285714285715,0.0945999999999999,0.0,cluster_10,0.41497695446014404
2010-04-13,1,0.636,,0.636,0.636,0.18313932977616787,,0.06451612903225806,1.0,1,4.919980925828125,12.0,0,0,0,0,0,0,0,1,1.0,0.636,,0.636,0.636,0.18313932977616787,,0.06451612903225806,1.0,1.0,4.919980925828125,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7956666666666666,0.6726857142857143,-0.15966666666666662,0.0,elections,0.6812089681625366
2010-04-14,1,0.7474,,0.7474,0.7474,0.11620701011270285,,0.14150943396226415,0.0,0,4.060443010546419,26.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.7536999999999999,0.7552428571428571,-0.006299999999999972,0.0,fed_rates,0.8217360973358154
2010-04-16,1,0.34,,0.34,0.34,0.052895437926054,,0.14678899082568808,0.0,0,3.2188758248682006,23.0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5744666666666667,0.6715428571428571,-0.23446666666666666,0.0,elections,0.6609867811203003
2010-04-20,1,0.0,,0.0,0.0,0.035023100674152374,,0.13,0.0,0,5.676753802268282,25.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.3624666666666667,0.5818142857142856,-0.3624666666666667,0.0,cluster_10,0.6911718845367432
2010-04-21,1,0.7088,,0.7088,0.7088,0.45463007874786854,,0.06818181818181818,1.0,1,9.029297996680608,18.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.34959999999999997,0.5976,0.3592,0.0,elections,0.5283455848693848
2010-04-22,1,0.8268,,0.8268,0.8268,0.04777645319700241,,0.1095890410958904,1.0,1,3.6375861597263857,21.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5118666666666666,0.5909571428571428,0.3149333333333334,0.0,cluster_10,0.3827049136161804
2010-04-23,1,0.5848,,0.5848,0.5848,0.05817794054746628,,0.16129032258064516,1.0,1,3.5263605246161616,30.0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.7068,0.5491142857142857,-0.122,0.0,cluster_10,0.5378527045249939
2010-04-26,1,0.0,,0.0,0.0,0.27317987754940987,,0.038461538461538464,0.0,0,4.454347296253507,16.0,0,0,0,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.27317987754940987,,0.038461538461538464,0.0,0.0,4.454347296253507,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705333333333333,0.4582571428571428,-0.4705333333333333,0.0,elections,0.8576529622077942
2010-04-28,1,0.7712,,0.7712,0.7712,0.0789687242358923,,0.0967741935483871,1.0,1,3.332204510175204,24.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.45199999999999996,0.4616571428571429,0.31920000000000004,0.0,cluster_10,0.3399430513381958
2010-04-29,1,0.7717,,0.7717,0.7717,0.08868099935352802,,0.08849557522123894,0.0,0,3.970291913552122,23.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.5143,0.5233285714285715,0.2574000000000001,0.0,cluster_10,0.4894593358039856
