date,Close,High,Low,Open,Volume,log_return,abs_return,intraday_range,next_log_return,market_up,next_market_up,return_lag1,return_lag2,vol_5d,vol_20d,date_only,post_count,vader_mean,vader_std,vader_max_pos,vader_max_neg,finbert_mean,finbert_std,caps_ratio_mean,exclamation_mean,exclamation_max,max_engagement,mean_word_count,mention_count,reply_count,topic_elections,topic_rallies_campaign,topic_praise_thanks,topic_motivational,topic_media_attacks,topic_legal,topic_trump_identity,topic_rallies_nationalism,topic_trade_geopolitics,topic_economy_markets,topic_motivational_business,topic_endorsements,topic_sports,topic_book_promotion,topic_energy_environment,post_count_premarket,vader_mean_premarket,vader_std_premarket,vader_max_pos_premarket,vader_max_neg_premarket,finbert_mean_premarket,finbert_std_premarket,caps_ratio_mean_premarket,exclamation_mean_premarket,exclamation_max_premarket,max_engagement_premarket,mean_word_count_premarket,mention_count_premarket,reply_count_premarket,topic_elections_premarket,topic_rallies_campaign_premarket,topic_praise_thanks_premarket,topic_motivational_premarket,topic_media_attacks_premarket,topic_legal_premarket,topic_trump_identity_premarket,topic_rallies_nationalism_premarket,topic_trade_geopolitics_premarket,topic_economy_markets_premarket,topic_motivational_business_premarket,topic_endorsements_premarket,topic_sports_premarket,topic_book_promotion_premarket,topic_energy_environment_premarket,vader_3d_rolling,vader_7d_rolling,vader_momentum,emb_diversity,dominant_cluster,novelty_score,cluster_outlier,cluster_topic_0,cluster_topic_1,cluster_topic_10,cluster_topic_11,cluster_topic_12,cluster_topic_13,cluster_topic_2,cluster_topic_3,cluster_topic_4,cluster_topic_5,cluster_topic_6,cluster_topic_7,cluster_topic_8,cluster_topic_9
2009-05-22,887.0,896.65,883.75,888.68,5155320000,-0.001497191359067,0.001497191359067,0.0145159112391411,0.0263021420518603,0,1,-0.0167576123169557,-0.0051314239150781,0.017538265833198344,,2009-05-22,1.0,0.7944,,0.7944,0.7944,0.040193354710936546,,0.04716981132075472,0.0,0.0,3.8918202981106265,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4731000000000001,0.3967,0.3212999999999999,0.0,topic_11,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-05-26,910.33,911.76,881.46,887.0,5667050000,0.0263021420518603,0.0263021420518603,0.0341600901916572,-0.0189711423330002,1,0,-0.001497191359067,-0.0167576123169557,0.015842441576884886,,2009-05-26,1.0,0.3612,,0.3612,0.3612,-0.04485701397061348,,0.04819277108433735,0.0,0.0,4.8283137373023015,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5119333333333334,0.39237142857142854,-0.15073333333333333,0.0,topic_8,0.45498234033584595,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-05-27,893.06,913.84,891.87,909.95,5698800000,-0.0189711423330002,0.0189711423330002,0.0241441837463597,0.0154188968266411,0,1,0.0263021420518603,-0.001497191359067,0.018093807735359093,,2009-05-27,1.0,0.7506,,0.7506,0.7506,0.013125846162438393,,0.1774193548387097,0.0,0.0,2.995732273553991,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4973333333333334,0.4159,0.25326666666666664,0.0,topic_8,0.2498112916946411,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-05-28,906.83,909.45,887.6,892.96,5738980000,0.0154188968266411,0.0154188968266411,0.0244691811503315,0.0135747604291873,1,1,-0.0189711423330002,0.0263021420518603,0.019801939790307144,,2009-05-28,1.0,0.0,,0.0,0.0,-0.010895458981394768,,0.039603960396039604,0.0,0.0,4.804021044733257,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37060000000000004,0.4159,-0.37060000000000004,0.0,topic_8,0.2982048988342285,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-06-03,931.76,942.51,923.85,942.51,5323770000,-0.0137392298410145,0.0137392298410145,0.0197981984276028,0.0114836438567871,0,1,0.0019833062882474,0.0258176121156734,0.015087353770284381,0.017761278428632624,2009-06-03,1.0,0.0,,0.0,0.0,0.03157314099371433,,0.14545454545454545,0.0,0.0,3.58351893845611,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25020000000000003,0.3266285714285715,-0.25020000000000003,0.0,topic_0,0.49345195293426514,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-06-05,940.09,951.69,934.13,945.67,5277910000,-0.0025146955838974,0.0025146955838974,0.0185688453688919,-0.0010105415438947,0,0,0.0114836438567871,-0.0137392298410145,0.014927866218161627,0.017225572412934664,2009-06-05,1.0,0.3935,,0.3935,0.3935,-0.028846479952335358,,0.042105263157894736,0.0,0.0,3.871201010907891,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13116666666666674,0.3828428571428572,0.2623333333333333,0.0,topic_8,0.3807982802391052,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-06-08,939.14,946.33,926.44,938.12,4483430000,-0.0010105415438947,0.0010105415438947,0.0212019784249349,0.0035032050599483,0,1,-0.0025146955838974,0.0114836438567871,0.009069656525649053,0.016421838780374173,2009-06-08,1.0,0.7506,,0.7506,0.7506,0.08124712109565735,,0.04807692307692308,0.0,0.0,2.6390573296152584,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3813666666666668,0.37658571428571436,0.36923333333333325,0.0,topic_11,0.3403366208076477,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-06-15,923.72,942.45,919.65,942.45,4697880000,-0.0237685080478963,0.0237685080478963,0.0241922648416362,-0.0127203048542848,0,0,0.0013969880091864,0.0061119097055848,0.011999039907666473,0.014911175513406507,2009-06-15,1.0,0.7269,,0.7269,0.7269,0.28250069450587034,,0.05660377358490566,0.0,0.0,4.31748811353631,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5673,0.4065714285714286,0.15959999999999996,0.0,outlier,0.5316956043243408,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-06-18,918.37,921.93,907.94,910.86,4684010000,0.0084110199734273,0.0084110199734273,0.0153591111696637,0.0031142132256063,1,1,-0.0013816243955393,-0.0127203048542848,0.012687137788497987,0.013768483923660235,2009-06-18,1.0,-0.2263,,-0.2263,-0.2263,0.004946552217006683,,0.1619047619047619,0.0,0.0,3.58351893845611,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2263,,-0.2263,-0.2263,0.004946552217006683,,0.1619047619047619,0.0,0.0,3.58351893845611,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2416666666666667,0.2670142857142857,-0.4679666666666667,0.0,topic_0,0.5299047231674194,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-06-23,895.1,898.69,888.86,893.46,5071020000,0.0023067275821913,0.0023067275821913,0.0110021713339153,0.006524410680371,1,1,-0.0306003929528999,0.0031142132256063,0.015477181569248941,0.013733439384778714,2009-06-23,1.0,0.0,,0.0,0.0,0.031903160735964775,,0.07407407407407407,0.0,0.0,4.110873864173311,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.031903160735964775,,0.07407407407407407,0.0,0.0,4.110873864173311,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21413333333333337,0.3911142857142857,-0.21413333333333337,0.0,topic_8,0.3455891013145447,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-06-24,900.94,910.85,896.31,896.31,4636720000,0.006524410680371,0.006524410680371,0.0162220660262633,0.0214442693187115,1,1,0.0023067275821913,-0.0306003929528999,0.01615339408206169,0.013123121722367148,2009-06-24,1.0,0.0,,0.0,0.0,0.06447350978851318,,0.09230769230769231,0.0,0.0,3.8918202981106265,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2895666666666667,0.3349000000000001,-0.2895666666666667,0.0,outlier,0.5865918397903442,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-06-26,918.9,922.0,913.03,918.84,6076660000,-0.0014778432182209,0.0014778432182209,0.0097623089983022,0.0090651866361954,0,1,0.0214442693187115,0.006524410680371,0.019010941880550438,0.013213780977548845,2009-06-26,1.0,0.5562,,0.5562,0.5562,-0.019107021391391754,,0.1,1.0,1.0,6.016157159698354,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1854,0.3071285714285715,0.3708,0.0,topic_0,0.47191715240478516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-06-30,919.32,930.01,912.86,927.15,4627570000,-0.008530785242065,0.008530785242065,0.0184975462438655,0.0043619196797632,0,1,0.0090651866361954,-0.0014778432182209,0.011330135125291902,0.01207127948883312,2009-06-30,1.0,0.4215,,0.4215,0.4215,0.0765623226761818,,0.08108108108108109,0.0,0.0,2.6390573296152584,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4215,,0.4215,0.4215,0.0765623226761818,,0.08108108108108109,0.0,0.0,2.6390573296152584,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259,0.33528571428571435,0.09559999999999996,0.0,topic_0,0.5259298086166382,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-07-13,901.05,901.05,875.32,879.57,4499440000,0.0249337413124337,0.0249337413124337,0.0292529304091771,0.0053160201986572,1,1,-0.0040218425703538,0.0035472281595343,0.016114781673753117,0.014897721308677309,2009-07-13,1.0,0.3818,,0.3818,0.3818,0.01095527783036232,,0.037037037037037035,0.0,0.0,3.8918202981106265,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5603333333333333,0.44370000000000004,-0.17853333333333338,0.0,topic_8,0.4070316553115845,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-07-15,932.68,933.95,910.15,910.15,5238830000,0.0296299567252493,0.0296299567252493,0.0261495357908037,0.0086417635201785,1,1,0.0053160201986572,0.0249337413124337,0.014584672050652748,0.015346810457319244,2009-07-15,1.0,-0.0516,,-0.0516,-0.0516,-0.040090203285217285,,0.10975609756097561,0.0,0.0,2.6390573296152584,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0516,,-0.0516,-0.0516,-0.040090203285217285,,0.10975609756097561,0.0,0.0,2.6390573296152584,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40263333333333334,0.3122285714285714,-0.4542333333333333,0.0,topic_0,0.5061992406845093,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-07-22,954.07,959.83,947.75,953.4,4634100000,-0.000534266378931,0.000534266378931,0.0126704426263898,0.0232896957246322,0,1,0.0036272644118049,0.0114315489482974,0.0053649448031775505,0.013543162569151975,2009-07-22,1.0,0.9215,,0.9215,0.9215,0.45312467124313116,,0.04504504504504504,1.0,1.0,3.367295829986474,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41723333333333334,0.4438714285714286,0.5042666666666666,0.0,topic_5,0.6398566961288452,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2009-07-28,979.62,982.35,969.35,981.48,5490350000,-0.0026064468834632,0.0026064468834632,0.0132453030117781,-0.0045629938139278,0,0,0.0029818434327961,0.0030421288756414,0.010375815135858949,0.013610491225772316,2009-07-28,1.0,0.0,,0.0,0.0,0.008658921346068382,,0.06521739130434782,0.0,0.0,4.0943445622221,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28996666666666665,0.4438714285714286,-0.28996666666666665,0.0,outlier,0.5420917272567749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-08-04,1005.65,1007.12,996.68,1001.41,5713700000,0.0030120782342439,0.0030120782342439,0.0104253003265396,-0.0029135385074329,1,0,0.0153420828776278,0.0007398023815556,0.008180051978947842,0.009893863919619366,2009-08-04,1.0,0.5719,,0.5719,0.5719,0.03324049524962902,,0.11827956989247312,0.0,0.0,3.970291913552122,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5719,,0.5719,0.5719,0.03324049524962902,,0.11827956989247312,0.0,0.0,3.970291913552122,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49779999999999996,0.44611428571428574,0.0741,0.0,outlier,0.41937166452407837,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-08-11,994.35,1005.77,992.4,1005.77,5773160000,-0.0126601131963062,0.0126601131963062,0.01329329767243,0.0115251169105445,0,1,-0.0033449449766447,0.013439242588358,0.009585748838737758,0.010305307909366958,2009-08-11,1.0,0.0,,0.0,0.0,0.03372841142117977,,0.058823529411764705,0.0,0.0,3.9512437185814275,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19063333333333332,0.38589999999999997,-0.19063333333333332,0.0,topic_8,0.5287168025970459,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-08-14,1004.09,1012.6,994.6,1012.23,4940750000,-0.0085313953373554,0.0085313953373554,0.0177825197830532,-0.0242607734366441,0,0,0.006880027042881,0.0115251169105445,0.010209019663737922,0.00901261668587624,2009-08-14,1.0,0.5255,,0.5255,0.5255,0.06904827617108822,,0.09090909090909091,1.0,1.0,4.51085950651685,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36579999999999996,0.33558571428571426,0.1597,0.0,outlier,0.5633895397186279,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-08-20,1007.37,1008.92,996.39,996.41,4893160000,0.0109487586054632,0.0109487586054632,0.0125751447697232,0.0186227503300675,1,1,0.0068608728161914,0.0101456523736129,0.015219821744798665,0.009956997973575445,2009-08-20,1.0,0.0,,0.0,0.0,0.015894295647740364,,0.0963855421686747,0.0,0.0,3.6109179126442243,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.015894295647740364,,0.0963855421686747,0.0,0.0,3.6109179126442243,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17516666666666666,0.2810428571428571,-0.17516666666666666,0.0,outlier,0.33015602827072144,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-08-21,1026.13,1027.59,1009.06,1009.06,5885550000,0.0186227503300675,0.0186227503300675,0.0183636255524943,-0.0005457398185416,1,0,0.0109487586054632,0.0068608728161914,0.016625741228270575,0.010659244840477403,2009-08-21,1.0,-0.1531,,-0.1531,-0.1531,0.01996229588985443,,0.1686746987951807,0.0,0.0,2.995732273553991,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12413333333333332,0.26654285714285714,-0.27723333333333333,0.0,outlier,0.811048150062561,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-01,998.04,1028.45,996.28,1019.52,6862360000,-0.0221238070976466,0.0221238070976466,0.0315540646578782,-0.0032964610636847,0,0,-0.0080763511609147,-0.001988399386991,0.009934970119023483,0.011287394624136105,2009-09-01,1.0,-0.101,,-0.101,-0.101,0.04245520196855068,,0.11711711711711711,0.0,0.0,4.74493212836325,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.101,,-0.101,-0.101,0.04245520196855068,,0.11711711711711711,0.0,0.0,4.74493212836325,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0847,0.01689999999999999,-0.01630000000000001,0.0,topic_2,0.4434027075767517,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2009-09-14,1049.34,1049.74,1035.0,1040.15,4979610000,0.0063391290170993,0.0063391290170993,0.014171033024083,0.0031353040959081,1,1,-0.001350393625376,0.0104222108247773,0.004586365175547099,0.010810407270061478,2009-09-14,1.0,0.6705,,0.6705,0.6705,0.04876168258488178,,0.12727272727272726,0.0,0.0,4.174387269895637,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18983333333333333,0.11268571428571428,0.4806666666666667,0.0,outlier,0.34929800033569336,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
