Date,Close,High,Low,Open,Volume
2008-05-30,1400.38,1404.46,1398.08,1398.36,3845630000
2008-06-02,1385.67,1399.62,1377.79,1399.62,3714320000
2008-06-03,1377.65,1393.12,1370.12,1386.42,4396380000
2008-06-04,1377.2,1388.18,1371.74,1376.26,4338640000
2008-06-05,1404.05,1404.05,1377.48,1377.48,4350790000
2008-06-06,1360.68,1400.06,1359.9,1400.06,4771660000
2008-06-09,1361.76,1370.63,1350.62,1360.83,4404570000
2008-06-10,1358.44,1366.84,1351.56,1358.98,4635070000
2008-06-11,1335.49,1357.09,1335.47,1357.09,4779980000
2008-06-12,1339.87,1353.03,1331.29,1335.78,4734240000
2008-06-13,1360.03,1360.03,1341.71,1341.81,4080420000
2008-06-16,1360.14,1364.7,1352.07,1358.85,3706940000
2008-06-17,1350.93,1366.59,1350.54,1360.71,3801960000
2008-06-18,1337.81,1349.59,1333.4,1349.59,4573570000
2008-06-19,1342.83,1347.66,1330.5,1336.89,4811670000
2008-06-20,1317.93,1341.02,1314.46,1341.02,5324900000
2008-06-23,1318.0,1323.78,1315.31,1319.77,4186370000
2008-06-24,1314.29,1326.02,1304.42,1317.23,4705050000
2008-06-25,1321.97,1335.63,1314.54,1314.54,4825640000
2008-06-26,1283.15,1316.29,1283.15,1316.29,5231280000
2008-06-27,1278.38,1289.45,1272.0,1283.6,6208260000
2008-06-30,1280.0,1290.31,1274.86,1278.06,5032330000
2008-07-01,1284.91,1285.31,1260.68,1276.69,5846290000
2008-07-02,1261.52,1292.17,1261.51,1285.82,5276090000
2008-07-03,1262.9,1271.48,1252.01,1262.96,3247590000
2008-07-07,1252.31,1273.95,1240.68,1262.9,5265420000
2008-07-08,1273.7,1274.17,1242.84,1251.84,6034110000
2008-07-09,1244.69,1277.36,1244.57,1273.38,5181000000
2008-07-10,1253.39,1257.65,1236.76,1245.25,5840430000
2008-07-11,1239.49,1257.27,1225.35,1248.66,6742200000
2008-07-14,1228.3,1253.5,1225.01,1241.61,5434860000
2008-07-15,1214.91,1234.35,1200.44,1226.83,7363640000
2008-07-16,1245.36,1245.52,1211.39,1214.65,6738630000
2008-07-17,1260.32,1262.31,1241.49,1246.31,7365210000
2008-07-18,1260.68,1262.23,1251.81,1258.22,5653280000
2008-07-21,1260.0,1267.74,1255.7,1261.82,4630640000
2008-07-22,1277.0,1277.42,1248.83,1257.08,6180230000
2008-07-23,1282.19,1291.17,1276.06,1278.87,6705830000
2008-07-24,1252.54,1283.22,1251.48,1283.22,6127980000
2008-07-25,1257.76,1263.23,1251.75,1253.51,4672560000
2008-07-28,1234.37,1260.09,1234.37,1257.76,4282960000
2008-07-29,1263.2,1263.2,1236.38,1236.38,5414240000
2008-07-30,1284.26,1284.33,1264.52,1264.52,5631330000
2008-07-31,1267.38,1284.93,1265.97,1281.37,5346050000
2008-08-01,1260.31,1270.52,1254.54,1269.42,4684870000
2008-08-04,1249.01,1260.49,1247.45,1253.27,4562280000
2008-08-05,1284.88,1284.88,1254.67,1254.87,1219310000
2008-08-06,1289.19,1291.67,1276.0,1283.99,4873420000
2008-08-07,1266.07,1286.51,1264.29,1286.51,5319380000
2008-08-08,1296.32,1297.85,1262.11,1266.29,4966810000
2008-08-11,1305.32,1313.15,1291.41,1294.42,5067310000
2008-08-12,1289.59,1304.79,1285.64,1304.79,4711290000
2008-08-13,1285.83,1294.03,1274.86,1288.64,4787600000
2008-08-14,1292.93,1300.11,1276.84,1282.11,4064000000
2008-08-15,1298.2,1302.05,1290.74,1293.85,4041820000
2008-08-18,1278.6,1300.22,1274.51,1298.14,3829290000
2008-08-19,1266.69,1276.65,1263.11,1276.65,4159760000
2008-08-20,1274.54,1276.01,1261.16,1267.34,4555030000
2008-08-21,1277.72,1281.4,1265.22,1271.07,4032590000
2008-08-22,1292.2,1293.09,1277.59,1277.59,3741070000
2008-08-25,1266.84,1290.47,1264.87,1290.47,3420600000
2008-08-26,1271.51,1275.65,1263.21,1267.03,3587570000
2008-08-27,1281.66,1285.05,1270.03,1271.29,3499610000
2008-08-28,1300.68,1300.68,1283.79,1283.79,3854280000
2008-08-29,1282.83,1297.59,1282.74,1296.49,3288120000
2008-09-02,1277.58,1303.04,1272.2,1287.83,4783560000
2008-09-03,1274.98,1280.6,1265.59,1276.61,5056980000
2008-09-04,1236.83,1271.8,1232.83,1271.8,5212500000
2008-09-05,1242.31,1244.94,1217.23,1233.21,5017080000
2008-09-08,1267.79,1274.42,1247.12,1249.5,7351340000
2008-09-09,1224.51,1268.66,1224.51,1267.98,7380630000
2008-09-10,1232.04,1243.9,1221.6,1227.5,6543440000
2008-09-11,1249.05,1249.98,1211.54,1229.04,6869250000
2008-09-12,1251.7,1255.09,1233.81,1245.88,6273260000
2008-09-15,1192.7,1250.92,1192.7,1250.92,8279510000
2008-09-16,1213.6,1214.84,1169.28,1188.31,9459830000
2008-09-17,1156.39,1210.34,1155.88,1210.34,9431870000
2008-09-18,1206.51,1211.14,1133.5,1157.08,10082690000
2008-09-19,1255.08,1265.12,1213.11,1213.11,9387170000
2008-09-22,1207.09,1255.37,1205.61,1255.37,5368130000
2008-09-23,1188.22,1221.15,1187.06,1207.61,5185730000
2008-09-24,1185.87,1197.41,1179.79,1188.79,4820360000
2008-09-25,1209.18,1220.03,1187.87,1187.87,5877640000
2008-09-26,1213.27,1215.77,1187.54,1204.47,5383610000
2008-09-29,1106.42,1209.07,1106.42,1209.07,7305060000
2008-09-30,1166.36,1168.03,1113.78,1113.78,4937680000
2008-10-01,1161.06,1167.03,1140.77,1164.17,5782130000
2008-10-02,1114.28,1160.64,1111.43,1160.64,6285640000
2008-10-03,1099.23,1153.82,1098.14,1115.16,6716120000
2008-10-06,1056.89,1097.56,1007.97,1097.56,7956020000
2008-10-07,996.23,1072.91,996.23,1057.6,7069210000
2008-10-08,984.94,1021.06,970.97,988.91,8716330000
2008-10-09,909.92,1005.25,909.19,988.42,6819000000
2008-10-10,899.22,936.36,839.8,902.31,11456230000
2008-10-13,1003.35,1006.93,912.75,912.75,7263370000
2008-10-14,998.01,1044.31,972.07,1009.97,8161990000
2008-10-15,907.84,994.6,903.99,994.6,6542330000
2008-10-16,946.43,947.71,865.83,909.53,7984500000
2008-10-17,940.55,984.64,918.74,942.29,6581780000
2008-10-20,985.4,985.4,943.51,943.51,5175640000
2008-10-21,955.05,985.44,952.47,980.4,5121830000
2008-10-22,896.78,951.67,875.81,951.67,6147980000
2008-10-23,908.11,922.83,858.44,899.08,7189900000
2008-10-24,876.77,896.3,852.85,895.22,6550050000
2008-10-27,848.92,893.78,846.75,874.28,5558050000
2008-10-28,940.51,940.51,845.27,848.92,7096950000
2008-10-29,930.09,969.97,922.26,939.51,7077800000
2008-10-30,954.09,963.23,928.5,939.38,6175830000
2008-10-31,968.75,984.38,944.59,953.11,6394350000
2008-11-03,966.3,975.57,958.82,968.67,4492280000
2008-11-04,1005.75,1007.51,971.31,971.31,5531290000
2008-11-05,952.77,1001.84,949.86,1001.84,5426640000
2008-11-06,904.88,952.4,899.73,952.4,6102230000
2008-11-07,930.99,931.46,906.9,907.44,4931640000
2008-11-10,919.21,951.95,907.47,936.75,4572000000
2008-11-11,898.95,917.15,884.9,917.15,4998340000
2008-11-12,852.3,893.39,850.48,893.39,5764180000
2008-11-13,911.29,913.01,818.69,853.13,7849120000
2008-11-14,873.29,916.88,869.88,904.36,5881030000
2008-11-17,850.75,882.29,848.98,873.23,4927490000
2008-11-18,859.12,865.9,826.84,852.34,6679470000
2008-11-19,806.58,864.57,806.18,859.03,6548600000
2008-11-20,752.44,820.52,747.78,805.87,9093740000
2008-11-21,800.03,801.2,741.02,755.84,9495900000
2008-11-24,851.81,865.6,801.2,801.2,7879440000
2008-11-25,857.39,868.94,834.99,853.4,6952700000
2008-11-26,887.68,887.68,841.37,852.9,5793260000
2008-11-28,896.24,896.25,881.21,886.89,2740860000
2008-12-01,816.21,888.61,815.69,888.61,6052010000
2008-12-02,848.81,850.54,817.94,817.94,6170100000
2008-12-03,870.74,873.12,827.6,843.6,6221880000
2008-12-04,845.22,875.6,833.6,869.75,5860390000
2008-12-05,876.07,879.42,818.41,844.43,6165370000
2008-12-08,909.7,918.57,882.71,882.71,6553600000
2008-12-09,888.67,916.26,885.38,906.48,5693110000
2008-12-10,899.24,908.27,885.45,892.17,5942130000
2008-12-11,873.59,904.63,868.73,898.35,5513840000
2008-12-12,879.73,883.24,851.35,871.79,5959590000
2008-12-15,868.57,884.63,857.72,881.07,4982390000
2008-12-16,913.18,914.66,871.53,871.53,6009780000
2008-12-17,904.42,918.85,895.94,908.16,5907380000
2008-12-18,885.28,911.02,877.44,905.98,5675000000
2008-12-19,887.88,905.47,883.02,886.96,6705310000
2008-12-22,871.63,887.37,857.09,887.2,4869850000
2008-12-23,863.16,880.44,860.1,874.31,4051970000
2008-12-24,868.15,869.79,861.44,863.87,1546550000
2008-12-26,872.8,873.74,866.52,869.51,1880050000
2008-12-29,869.42,873.7,857.07,872.37,3323430000
2008-12-30,890.64,891.12,870.58,870.58,3627800000
2008-12-31,903.25,910.32,889.67,890.59,4172940000
2009-01-02,931.8,934.73,899.35,902.99,4048270000
2009-01-05,927.45,936.63,919.53,929.17,5413910000
2009-01-06,934.7,943.85,927.28,931.17,5392620000
2009-01-07,906.65,927.45,902.37,927.45,4704940000
2009-01-08,909.73,910.0,896.81,905.73,4991550000
2009-01-09,890.35,911.93,888.31,909.91,4716500000
2009-01-12,870.26,890.4,864.32,890.4,4725050000
2009-01-13,871.79,877.02,862.02,869.79,5567460000
2009-01-14,842.62,867.28,836.93,867.28,5407880000
2009-01-15,843.74,851.59,817.04,841.99,7807350000
2009-01-16,850.12,858.13,830.66,844.45,6786040000
2009-01-20,805.22,849.64,804.47,849.64,6375230000
2009-01-21,840.24,841.72,804.3,806.77,6467830000
2009-01-22,827.5,839.74,811.29,839.74,5843830000
2009-01-23,831.95,838.61,806.07,822.16,5832160000
2009-01-26,836.57,852.53,827.69,832.5,6039940000
2009-01-27,845.71,850.45,835.4,837.3,5353260000
2009-01-28,874.09,877.86,845.73,845.73,6199180000
2009-01-29,845.14,868.89,844.15,868.89,5067060000
2009-01-30,825.88,851.66,821.67,845.69,5350580000
2009-02-02,825.44,830.78,812.87,823.09,5673270000
2009-02-03,838.51,842.6,821.98,825.69,5886310000
2009-02-04,832.23,851.85,829.18,837.77,6420450000
2009-02-05,845.85,850.55,819.91,831.75,6624030000
2009-02-06,868.6,870.75,845.42,846.09,6484100000
2009-02-09,869.89,875.01,861.65,868.24,5574370000
2009-02-10,827.16,868.05,822.99,866.87,6770170000
2009-02-11,833.74,838.22,822.3,827.41,5926460000
2009-02-12,835.19,835.48,808.06,829.91,6476460000
2009-02-13,826.84,839.43,825.21,833.95,5296650000
2009-02-17,789.17,818.61,789.17,818.61,5907820000
2009-02-18,788.42,796.17,780.43,791.06,5740710000
2009-02-19,778.94,797.58,777.03,787.91,5746940000
2009-02-20,770.05,778.69,754.25,775.87,8210590000
2009-02-23,743.33,777.85,742.37,773.25,6509300000
2009-02-24,773.14,775.49,744.69,744.69,7234490000
2009-02-25,764.9,780.12,752.89,770.64,7483640000
2009-02-26,752.83,779.42,751.75,765.76,7599970000
2009-02-27,735.09,751.27,734.52,749.93,8926480000
2009-03-02,700.82,729.57,699.7,729.57,7868290000
2009-03-03,696.33,711.67,692.3,704.44,7583230000
2009-03-04,712.87,724.12,698.6,698.6,7673620000
2009-03-05,682.55,708.27,677.93,708.27,7507250000
2009-03-06,683.38,699.09,666.79,684.04,7331830000
2009-03-09,676.53,695.27,672.88,680.76,7277320000
2009-03-10,719.6,719.6,679.28,679.28,8618330000
2009-03-11,721.36,731.92,713.85,719.59,7287810000
2009-03-12,750.74,752.63,714.76,720.89,7326630000
2009-03-13,756.55,758.29,742.46,751.97,6787090000
2009-03-16,753.89,774.53,753.37,758.84,7883540000
2009-03-17,778.12,778.12,749.93,753.88,6156800000
2009-03-18,794.35,803.04,765.64,776.01,9098450000
2009-03-19,784.04,803.24,781.82,797.92,9033870000
2009-03-20,768.54,788.91,766.2,784.58,7643720000
2009-03-23,822.92,823.37,772.31,772.31,7715770000
2009-03-24,806.12,823.65,805.48,820.6,6767980000
2009-03-25,813.88,826.78,791.37,806.81,7687180000
2009-03-26,832.86,832.98,814.06,814.06,6992960000
2009-03-27,815.94,828.68,813.43,828.68,5600210000
2009-03-30,787.53,809.07,779.81,809.07,5912660000
2009-03-31,797.87,810.48,790.88,790.88,6089100000
2009-04-01,811.08,813.62,783.32,793.59,6034140000
2009-04-02,834.38,845.61,814.53,814.53,7542810000
2009-04-03,842.5,842.5,826.7,835.13,5855640000
2009-04-06,835.48,839.75,822.79,839.75,6210000000
2009-04-07,815.55,834.12,814.53,834.12,5155580000
2009-04-08,825.16,828.42,814.84,816.76,5938460000
2009-04-09,856.56,856.91,829.29,829.29,7600710000
2009-04-13,858.73,864.31,845.35,855.33,6434890000
2009-04-14,841.5,856.88,840.25,856.88,7569840000
2009-04-15,852.06,852.93,835.58,839.44,6241100000
2009-04-16,865.3,870.35,847.04,854.54,6598670000
2009-04-17,869.6,875.63,860.87,865.18,7352010000
2009-04-20,832.39,868.27,832.39,868.27,6973960000
2009-04-21,850.08,850.09,826.83,831.25,7436490000
2009-04-22,843.55,861.78,840.57,847.26,7327860000
2009-04-23,851.92,852.87,835.45,844.62,6563100000
2009-04-24,866.23,871.8,853.91,853.91,7114440000
2009-04-27,857.51,868.83,854.65,862.82,5613460000
2009-04-28,855.16,864.48,847.12,854.48,6328000000
2009-04-29,873.64,882.06,856.85,856.85,6101620000
2009-04-30,872.81,888.7,868.51,876.59,6862540000
2009-05-01,877.52,880.48,866.1,872.74,5312170000
2009-05-04,907.24,907.85,879.21,879.21,7038840000
2009-05-05,903.8,907.7,897.34,906.1,6882860000
2009-05-06,919.53,920.28,903.95,903.95,8555040000
2009-05-07,907.39,929.58,901.36,919.58,9120100000
2009-05-08,929.23,930.17,909.03,909.03,8163280000
2009-05-11,909.24,922.99,908.68,922.99,6150600000
2009-05-12,908.35,915.57,896.46,910.52,6871750000
2009-05-13,883.92,905.4,882.8,905.4,7091820000
2009-05-14,893.07,898.36,882.52,884.24,6134870000
2009-05-15,882.88,896.97,878.94,892.76,5439720000
2009-05-18,909.71,910.0,886.07,886.07,5702150000
2009-05-19,908.13,916.39,905.22,909.67,6616270000
2009-05-20,903.47,924.6,901.37,908.62,8205060000
2009-05-21,888.33,900.42,879.61,900.42,6019840000
2009-05-22,887.0,896.65,883.75,888.68,5155320000
2009-05-26,910.33,911.76,881.46,887.0,5667050000
2009-05-27,893.06,913.84,891.87,909.95,5698800000
2009-05-28,906.83,909.45,887.6,892.96,5738980000
2009-05-29,919.14,920.02,903.56,907.02,6050420000
2009-06-01,942.87,947.77,923.26,923.26,6370440000
2009-06-02,944.74,949.38,938.46,942.87,5987340000
2009-06-03,931.76,942.51,923.85,942.51,5323770000
2009-06-04,942.46,942.47,929.32,932.49,5352890000
2009-06-05,940.09,951.69,934.13,945.67,5277910000
2009-06-08,939.14,946.33,926.44,938.12,4483430000
2009-06-09,942.43,946.92,936.15,940.35,4439950000
2009-06-10,939.15,949.77,927.97,942.73,5379420000
2009-06-11,944.89,956.23,939.04,939.04,5500840000
2009-06-12,946.21,946.3,935.66,943.44,4528120000
2009-06-15,923.72,942.45,919.65,942.45,4697880000
2009-06-16,911.97,928.0,911.6,925.6,4951200000
2009-06-17,910.71,918.44,903.78,911.89,5523650000
2009-06-18,918.37,921.93,907.94,910.86,4684010000
2009-06-19,921.23,927.09,915.8,919.96,5713390000
2009-06-22,893.04,918.13,893.04,918.13,4903940000
2009-06-23,895.1,898.69,888.86,893.46,5071020000
2009-06-24,900.94,910.85,896.31,896.31,4636720000
2009-06-25,920.26,921.42,896.27,899.45,4911240000
2009-06-26,918.9,922.0,913.03,918.84,6076660000
2009-06-29,927.23,927.99,916.18,919.86,4211760000
2009-06-30,919.32,930.01,912.86,927.15,4627570000
2009-07-01,923.33,931.92,920.82,920.82,3919400000
2009-07-02,896.42,921.24,896.42,921.24,3931000000
2009-07-06,898.72,898.72,886.36,894.27,4712580000
2009-07-07,881.03,898.6,879.93,898.6,4673300000
2009-07-08,879.56,886.8,869.32,881.9,5721780000
2009-07-09,882.68,887.86,878.45,881.28,4347170000
2009-07-10,879.13,883.57,872.81,880.03,3912080000
2009-07-13,901.05,901.05,875.32,879.57,4499440000
2009-07-14,905.84,905.84,896.5,900.77,4149030000
2009-07-15,932.68,933.95,910.15,910.15,5238830000
2009-07-16,940.74,943.96,927.45,930.17,4898640000
2009-07-17,940.38,941.89,934.65,940.56,5141380000
2009-07-20,951.13,951.62,940.99,942.07,4853150000
2009-07-21,954.58,956.53,943.22,951.97,5309300000
2009-07-22,954.07,959.83,947.75,953.4,4634100000
2009-07-23,976.29,979.42,953.27,954.07,5761650000
2009-07-24,979.26,979.79,965.95,972.16,4458300000
2009-07-27,982.18,982.49,972.29,978.63,4631290000
2009-07-28,979.62,982.35,969.35,981.48,5490350000
2009-07-29,975.15,977.76,968.65,977.66,5178770000
2009-07-30,986.75,996.68,976.01,976.01,6035180000
2009-07-31,987.48,993.18,982.85,986.8,5139070000
2009-08-03,1002.63,1003.61,990.22,990.22,5603440000
2009-08-04,1005.65,1007.12,996.68,1001.41,5713700000
2009-08-05,1002.72,1006.64,994.31,1005.41,7242120000
2009-08-06,997.08,1008.0,992.49,1004.06,6753380000
2009-08-07,1010.48,1018.0,999.83,999.83,6827090000
2009-08-10,1007.1,1010.12,1000.99,1008.89,5406080000
2009-08-11,994.35,1005.77,992.4,1005.77,5773160000
2009-08-12,1005.81,1012.78,993.36,994.0,5498170000
2009-08-13,1012.73,1013.14,1000.82,1005.86,5250660000
2009-08-14,1004.09,1012.6,994.6,1012.23,4940750000
2009-08-17,979.73,998.18,978.51,998.18,4088570000
2009-08-18,989.67,991.2,980.62,980.62,4198970000
2009-08-19,996.46,999.61,980.62,986.88,4257000000
2009-08-20,1007.37,1008.92,996.39,996.41,4893160000
2009-08-21,1026.13,1027.59,1009.06,1009.06,5885550000
2009-08-24,1025.57,1035.82,1022.48,1026.59,6302450000
2009-08-25,1028.0,1037.75,1026.21,1026.63,5768740000
2009-08-26,1028.12,1032.47,1021.57,1027.35,5080060000
2009-08-27,1030.98,1033.33,1016.2,1027.81,5785880000
2009-08-28,1028.93,1039.47,1023.13,1031.62,5785780000
2009-08-31,1020.62,1025.21,1014.62,1025.21,5004560000
2009-09-01,998.04,1028.45,996.28,1019.52,6862360000
2009-09-02,994.75,1000.34,991.97,996.07,5842730000
2009-09-03,1003.24,1003.43,992.25,996.12,4624280000
2009-09-04,1016.4,1016.48,1001.65,1003.84,4097370000
2009-09-08,1025.39,1026.07,1018.67,1018.67,5235160000
2009-09-09,1033.37,1036.34,1023.97,1025.36,5202550000
2009-09-10,1044.14,1044.14,1028.04,1032.99,5191380000
2009-09-11,1042.73,1048.18,1038.4,1043.92,4922600000
2009-09-14,1049.34,1049.74,1035.0,1040.15,4979610000
2009-09-15,1052.63,1056.04,1043.42,1049.03,6185620000
2009-09-16,1068.76,1068.76,1052.87,1053.99,6793530000
2009-09-17,1065.49,1074.77,1061.2,1067.87,6668110000
2009-09-18,1068.3,1071.52,1064.27,1066.6,5607970000
2009-09-21,1064.66,1067.28,1057.46,1067.14,4615280000
2009-09-22,1071.66,1073.81,1066.35,1066.35,5246600000
2009-09-23,1060.87,1080.15,1060.39,1072.69,5531930000
2009-09-24,1050.78,1066.29,1045.85,1062.56,5505610000
2009-09-25,1044.38,1053.47,1041.17,1049.48,4507090000
2009-09-28,1062.98,1065.13,1045.38,1045.38,3726950000
2009-09-29,1060.61,1069.62,1057.83,1063.69,4949900000
2009-09-30,1057.08,1063.4,1046.47,1061.02,5998860000
2009-10-01,1029.85,1054.91,1029.45,1054.91,5791450000
2009-10-02,1025.21,1030.6,1019.95,1029.71,5583240000
2009-10-05,1040.46,1042.58,1025.92,1026.87,4313310000
2009-10-06,1054.72,1060.55,1042.02,1042.02,5029840000
2009-10-07,1057.58,1058.02,1050.1,1053.65,4238220000
2009-10-08,1065.48,1070.67,1060.03,1060.03,4988400000
2009-10-09,1071.49,1071.51,1063.0,1065.28,3763780000
2009-10-12,1076.19,1079.46,1071.63,1071.63,3710430000
2009-10-13,1073.19,1075.3,1066.71,1074.96,4320480000
2009-10-14,1092.02,1093.17,1078.68,1078.68,5406420000
2009-10-15,1096.56,1096.56,1086.41,1090.36,5369780000
2009-10-16,1087.68,1094.67,1081.53,1094.67,4894740000
2009-10-19,1097.91,1100.17,1086.48,1088.22,4619240000
2009-10-20,1091.06,1098.64,1086.16,1098.64,5396930000
2009-10-21,1081.4,1101.36,1080.77,1090.36,5616290000
2009-10-22,1092.91,1095.21,1074.31,1080.96,5192410000
2009-10-23,1079.6,1095.83,1075.49,1095.62,4767460000
2009-10-26,1066.95,1091.75,1065.23,1080.36,6363380000
2009-10-27,1063.41,1072.48,1060.62,1067.54,5337380000
2009-10-28,1042.63,1063.26,1042.19,1061.51,6600350000
2009-10-29,1066.11,1066.83,1043.69,1043.69,5595040000
2009-10-30,1036.19,1065.41,1033.38,1065.41,6512420000
2009-11-02,1042.88,1052.18,1029.38,1036.18,6202640000
2009-11-03,1045.41,1046.36,1033.94,1040.92,5487500000
2009-11-04,1046.5,1061.0,1045.15,1047.14,5635510000
2009-11-05,1066.63,1066.65,1047.3,1047.3,4848350000
2009-11-06,1069.3,1071.48,1059.32,1064.95,4277130000
2009-11-09,1093.08,1093.19,1072.31,1072.31,4460030000
2009-11-10,1093.01,1096.42,1087.4,1091.86,4394770000
2009-11-11,1098.51,1105.37,1093.81,1096.04,4286700000
2009-11-12,1087.24,1101.97,1084.9,1098.31,4160250000
2009-11-13,1093.48,1097.79,1085.33,1087.59,3792610000
2009-11-16,1109.3,1113.69,1094.13,1094.13,4565850000
2009-11-17,1110.32,1110.52,1102.19,1109.22,3824070000
2009-11-18,1109.8,1111.1,1102.7,1109.44,4293340000
2009-11-19,1094.9,1106.44,1088.4,1106.44,4178030000
2009-11-20,1091.38,1094.66,1086.81,1094.66,3751230000
2009-11-23,1106.24,1112.38,1094.86,1094.86,3827920000
2009-11-24,1105.65,1107.56,1097.63,1105.83,3700820000
2009-11-25,1110.63,1111.18,1104.75,1106.49,3036350000
2009-11-27,1091.49,1105.47,1083.74,1105.47,2362910000
2009-11-30,1095.63,1097.24,1086.25,1091.07,3895520000
2009-12-01,1108.86,1112.28,1098.89,1098.89,4249310000
2009-12-02,1109.24,1115.58,1105.29,1109.03,3941340000
2009-12-03,1099.92,1117.28,1098.74,1110.59,4810030000
2009-12-04,1105.98,1119.13,1096.52,1100.43,5781140000
2009-12-07,1103.25,1110.72,1100.83,1105.52,4103360000
2009-12-08,1091.94,1103.04,1088.61,1103.04,4748030000
2009-12-09,1095.95,1097.04,1085.89,1091.07,4115410000
2009-12-10,1102.35,1106.25,1098.69,1098.69,3996490000
2009-12-11,1106.41,1108.5,1101.34,1103.96,3791090000
2009-12-14,1114.11,1114.76,1107.84,1107.84,4548490000
2009-12-15,1107.93,1114.11,1105.35,1114.11,5045100000
2009-12-16,1109.18,1116.21,1107.96,1108.61,4829820000
2009-12-17,1096.08,1106.36,1095.88,1106.36,7615070000
2009-12-18,1102.47,1103.74,1093.88,1097.86,6325890000
2009-12-21,1114.05,1117.68,1105.31,1105.31,3977340000
2009-12-22,1118.02,1120.27,1114.51,1114.51,3641130000
2009-12-23,1120.59,1121.58,1116.0,1118.84,3166870000
2009-12-24,1126.48,1126.48,1121.08,1121.08,1267710000
2009-12-28,1127.78,1130.38,1123.51,1127.53,2716400000
2009-12-29,1126.2,1130.38,1126.08,1128.55,2491020000
2009-12-30,1126.42,1126.42,1121.94,1125.53,2277300000
2009-12-31,1115.1,1127.64,1114.81,1126.6,2076990000
2010-01-04,1132.99,1133.87,1116.56,1116.56,3991400000
2010-01-05,1136.52,1136.63,1129.66,1132.66,2491020000
2010-01-06,1137.14,1139.19,1133.95,1135.71,4972660000
2010-01-07,1141.69,1142.46,1131.32,1136.27,5270680000
2010-01-08,1144.98,1145.39,1136.22,1140.52,4389590000
2010-01-11,1146.98,1149.74,1142.02,1145.96,4255780000
2010-01-12,1136.22,1143.81,1131.77,1143.81,4716160000
2010-01-13,1145.68,1148.4,1133.18,1137.31,4170360000
2010-01-14,1148.46,1150.41,1143.8,1145.68,3915200000
2010-01-15,1136.03,1147.77,1131.39,1147.72,4758730000
2010-01-19,1150.23,1150.45,1135.77,1136.03,4724830000
2010-01-20,1138.04,1147.95,1129.25,1147.95,4810560000
2010-01-21,1116.48,1141.58,1114.84,1138.68,6874290000
2010-01-22,1091.76,1115.49,1090.18,1115.49,6208650000
2010-01-25,1096.78,1102.97,1092.4,1092.4,4481390000
2010-01-26,1092.17,1103.69,1089.86,1095.8,4731910000
2010-01-27,1097.5,1099.51,1083.11,1091.94,5319120000
2010-01-28,1084.53,1100.22,1078.46,1096.93,5452400000
2010-01-29,1073.87,1096.45,1071.59,1087.61,5412850000
2010-02-01,1089.19,1089.38,1073.89,1073.89,4077610000
2010-02-02,1103.32,1104.73,1087.96,1090.05,4749540000
2010-02-03,1097.28,1102.72,1093.97,1100.67,4285450000
